-0.043110352, -0.033530276, 9.829161, 0, 24.7, null, null
-0.043110352, -0.033530276, 9.829161, 0, 24.7, null, null
-0.043110352, -0.033530276, 9.829161, 0, 24.7, null, null
-0.043110352, -0.033530276, 9.829161, 0, 24.7, null, null
-0.038320314, -0.028740235, 9.814791, 0, 24.7, null, null
-0.038320314, -0.028740235, 9.814791, 0, 24.7, null, null
-0.038320314, -0.028740235, 9.814791, 0, 24.7, null, null
-0.038320314, -0.028740235, 9.814791, 0, 24.7, null, null
-0.038320314, -0.028740235, 9.814791, 0, 24.7, null, null
-0.07185059, -0.06227051, 9.800421, 0, 24.7, null, null
-0.07185059, -0.06227051, 9.800421, 0, 24.7, null, null
-0.07185059, -0.06227051, 9.800421, 0, 24.7, null, null
-0.07185059, -0.06227051, 9.800421, 0, 24.7, null, null
-0.39278322, -0.6945557, 9.75252, 0, 24.7, null, null
-0.39278322, -0.6945557, 9.75252, 0, 24.7, null, null
-0.39278322, -0.6945557, 9.75252, 0, 24.7, null, null
-0.39278322, -0.6945557, 9.75252, 0, 24.7, null, null
-0.39278322, -0.6945557, 9.75252, 0, 24.7, null, null
-0.39278322, -0.6945557, 9.75252, 0, 24.7, null, null
0.20597169, -0.5604346, 11.922408, 0, 24.7, null, null
0.20597169, -0.5604346, 11.922408, 0, 24.7, null, null
0.20597169, -0.5604346, 11.922408, 0, 24.7, null, null
0.20597169, -0.5604346, 11.922408, 0, 24.7, null, null
2.2848487, -1.1160791, 10.3512745, 0, 24.7, null, null
2.2848487, -1.1160791, 10.3512745, 0, 24.7, null, null
2.2848487, -1.1160791, 10.3512745, 0, 24.7, null, null
2.2848487, -1.1160791, 10.3512745, 0, 24.7, null, null
2.2848487, -1.1160791, 10.3512745, 0, 24.7, null, null
1.8345851, -0.89573735, 10.059082, 0, 24.7, null, null
1.5184424, -0.2778223, 9.604029, 0, 24.7, null, null
1.5184424, -0.2778223, 9.604029, 0, 24.7, null, null
1.5184424, -0.2778223, 9.604029, 0, 24.7, null, null
1.8633252, 0.28740236, 9.651929, 0, 24.7, null, null
1.8633252, 0.28740236, 9.651929, 0, 24.7, null, null
1.8633252, 0.28740236, 9.651929, 0, 24.7, null, null
1.8633252, 0.28740236, 9.651929, 0, 24.7, null, null
